,labels,target,yt8m_id,yt_id
731,"[99, 1245]",indoors,zoqd,DVE9pzzdJo4
732,"[248, 1848]",outdoors,qLqd,EDjHVsjvYn4
733,"[43, 60, 419, 991]",outdoors,KIqd,bAe0KMoUfLc
734,"[18, 43, 59, 60, 101, 286, 693]",outdoors,5Aqd,xi6tveaJlgU
735,[60],outdoors,b4qd,ZpXwfBmhDVY
736,"[60, 160, 252, 273]",outdoors,t8qJ,WQ6U2mWGfZg
737,"[307, 400, 497, 2305]",indoors,BAqJ,JBn9xWR-vRQ
738,"[88, 307, 364, 416]",indoors,iFqJ,B0FZbQaK4Y4
739,"[15, 18, 43, 59, 60, 101, 374]",outdoors,3IqJ,rsys2fDpIvQ
740,"[88, 184, 313, 347, 388, 497, 514]",indoors,DSqJ,nAA5pN9EYEk
741,"[18, 43, 59, 60, 101, 286]",outdoors,p6qJ,Kx7KVg76CNA
742,"[15, 18, 60, 67, 2401]",outdoors,9RqJ,UsonkMMiErg
743,"[15, 18, 60, 87, 365]",outdoors,Z1qJ,i9_aKSO6oJw
744,"[88, 184, 364]",indoors,O4qJ,iA18cdIjteI
745,[184],indoors,ZdqJ,yDS2rhfjgsI
746,"[18, 43, 59, 60, 101, 286, 1032]",outdoors,0jqJ,bZ16hi89JAY
747,"[353, 428, 666]",outdoors,TVqJ,YSOHj2C8dLI
748,"[43, 60, 642]",outdoors,VxqJ,3fn0uyd4QPk
749,"[15, 18, 60, 87, 545]",outdoors,RpqJ,-d89ywtmGJM
750,[2211],outdoors,P5qJ,LsM-uWL1ZUo
751,"[184, 191, 299]",indoors,MnqJ,RJc1T6A5eaU
752,"[0, 60, 166, 385, 398, 482]",outdoors,iSqJ,VtRdQtF2o0s
753,"[15, 18, 60, 87, 365]",outdoors,lXqJ,qcXvSUvGEXo
754,"[60, 1103]",outdoors,U8qJ,5pnu8XvH99k
755,"[18, 43, 59, 60, 101]",outdoors,lTqM,_eHXH-VnezY
756,"[46, 60, 908, 965]",outdoors,H6qM,JTrtOD00qGE
757,[248],outdoors,gcqM,TgyogDeoS-8
758,"[11, 20, 22, 29, 32, 112, 122, 307]",indoors,2oqM,fos5c6DAX2Y
759,"[18, 43, 59, 60, 101, 286, 873]",outdoors,AtqM,gK5W19bwS-o
760,"[53, 58, 60, 163, 232]",outdoors,kwqM,jXoHyhXaEfM
761,"[2, 30, 55, 60, 427]",outdoors,5cqM,WCEh3aaoL_o
762,"[15, 18, 60, 87, 333]",outdoors,JHqM,qaDoPa4M9UU
763,"[88, 184]",indoors,rSqM,6e-3ymTjTC4
764,"[522, 2105]",outdoors,6EqM,554KzCLMAoM
765,"[15, 18, 60, 87, 365]",outdoors,CFqM,iqVy8M8aa1o
766,"[60, 180]",outdoors,bxqM,IqMTw3Itaes
767,"[60, 68, 72, 98]",outdoors,diqM,W3WxlHx-7PA
768,[60],outdoors,u1rG,SARi-l0zOs8
769,[248],outdoors,mPrG,ofZ7Ah53Qvk
770,"[60, 239, 2071]",outdoors,7ZrG,5LJeCtu3w1E
771,"[60, 160, 273]",outdoors,v2rG,ifolLRa7YT8
772,"[2, 83, 262]",outdoors,BXrG,7dQLQW6h9VQ
773,"[514, 1025]",indoors,virG,faNGKZOlro4
774,[60],outdoors,LPrG,xo6h646uL4Q
775,"[18, 43, 59, 60, 101, 286]",outdoors,uirG,Um3CzJTz4RQ
776,[184],indoors,xCrG,pY183gxsKwY
777,[60],outdoors,HkrG,DAI88zIOMDU
778,"[60, 385, 419, 1393]",outdoors,g1rG,rj4t4ZL309E
779,"[205, 1245]",indoors,6JrH,yUefWGr9-9Q
780,"[2, 60, 76, 1055, 2499]",outdoors,JurH,C_PewLapWUI
781,"[15, 18, 60, 87, 365]",outdoors,bMrH,JhQj4gRU4GE
782,[248],outdoors,d5rH,9GvuNtGGz4c
783,"[0, 1, 254, 262, 542]",outdoors,clrH,8JicTcb0axg
784,"[514, 1148]",indoors,tNrH,H_1cTwch8Ao
785,"[307, 2076]",indoors,mqrH,21laHgsYXQg
786,"[88, 184, 307, 364, 416, 616, 1619]",indoors,DsrH,WHPcDjKGQ80
787,"[205, 598, 1245]",indoors,7CrH,fU8VByAvoMU
788,"[14, 60]",outdoors,r0rP,ePJYmXMUhd4
789,"[60, 385, 419, 1393]",outdoors,myrP,9TJwS2-I-p0
790,"[15, 18, 43, 59, 60, 101, 3285]",outdoors,zTrP,O2Uy9sHWA6k
791,"[248, 730, 798, 824, 971, 1243]",outdoors,Y7rP,K-fxWU-zgX0
792,"[598, 1245]",indoors,XBrP,GqGNpsNi4Bk
793,"[2, 17, 30, 55, 60, 340]",outdoors,zSrP,YRu3m8yqho0
794,"[60, 101, 374]",outdoors,ForP,w6Wfv-Jd8rg
795,"[43, 60, 101, 286]",outdoors,bWrP,tE_oLRa6ywU
796,"[184, 299, 571, 1013]",indoors,8IrP,1-o9B9ADkBE
797,[248],outdoors,QxrP,tXBw6PYCTFg
798,"[43, 60, 642]",outdoors,G8rP,1nSCMZkJ0ec
799,"[18, 43, 59, 60, 604, 823]",outdoors,3srP,W7QRjhVfvQg
800,[248],outdoors,5Vr4,87YbTBRO-IU
801,"[205, 1245]",indoors,kYr4,KAiuaTSD0MY
802,"[254, 313, 1226, 1886]",outdoors,o7r4,j0kkMEM000M
803,"[88, 184, 364, 380]",indoors,E3r4,yqYdMkuLTuM
804,"[15, 18, 60, 67, 239, 2924, 3539]",outdoors,oyr4,6kFAHQxOHE8
805,"[60, 160, 231, 273]",outdoors,SRr4,cDAhqf1fWdM
806,"[88, 184, 313, 364, 416, 614]",indoors,sTr4,zPF0bwrp4xw
807,"[60, 398, 482]",outdoors,Uhr4,RhYTAALu1Zw
808,"[15, 60, 239, 686, 1880]",outdoors,4Ar4,SleNU3Ao60k
809,"[60, 304, 825]",outdoors,yCr4,AAltAeG_SR4
810,"[88, 184, 364, 416]",indoors,RRr4,UQiiU9sorek
811,"[43, 60, 101]",outdoors,wYr4,VfWZ7OnNPGs
812,"[2, 15, 18, 43, 59, 60, 76, 101, 549]",outdoors,ttr4,D3RppgcXi00
813,[248],outdoors,CHr4,VJLL5AFpaHI
814,"[248, 299]",outdoors,iar4,5C5AbUbB76Y
815,"[238, 248, 274]",outdoors,h6r4,vY9EBra3cV8
816,[1226],outdoors,9Ir4,LXH_QlUkjRI
817,"[60, 365]",outdoors,oXr4,fFkO-PfW6-g
818,"[15, 60, 239, 363, 686, 1714]",outdoors,bPr4,5X69-oBOvL8
819,"[60, 353, 519]",outdoors,0Msb,SaFp74MDeOA
820,"[11, 20, 32, 184, 1964]",indoors,6hsb,J-evvA9qdY0
821,"[43, 60, 374, 549]",outdoors,lrsb,A8ITrvMu8lU
822,"[60, 210, 685]",outdoors,DHsb,Pt5-2M5r5lQ
823,"[0, 60, 1056]",outdoors,t5sb,ldzWBOaqoSo
824,"[60, 519, 995]",outdoors,Rwsb,amjzkjaQzEU
825,[248],outdoors,scsb,anP2b_4qGmA
826,"[191, 248, 299]",outdoors,C0sb,dNi-VAkIyXw
827,[248],outdoors,ursb,gCDAAm40Rl4
828,"[11, 20, 22, 29, 32, 122, 123, 250, 307]",indoors,rrsb,VSyLoyXY0CM
829,"[53, 58, 60, 160, 166, 231, 491, 1139]",outdoors,mKsi,crUj0JM5aYE
830,"[88, 184, 364, 416, 1013]",indoors,qbsi,lzbMWedFbKw
831,"[191, 248]",outdoors,Oosi,BR7LiNAbH8A
832,[248],outdoors,Glsi,7kS7dFjJe4s
833,[60],outdoors,J7si,w69VkvfAujQ
834,"[60, 210, 685]",outdoors,t3si,VQkDEtOjp8I
835,"[15, 18, 43, 59, 60, 101, 286, 374, 823]",outdoors,ugsi,ucou5kGURb8
836,"[182, 248, 284, 392]",outdoors,eisi,3Udmipt_blo
837,"[88, 184, 307, 364, 380, 614]",indoors,Phsi,ChCcsMmuFi0
838,"[60, 428, 1238]",outdoors,resi,GaQYoi9lwRk
839,"[53, 58, 60, 163, 166, 232]",outdoors,mqsi,Im06kl1YOWo
840,"[248, 912, 1334]",outdoors,cIso,w9HGJPC9ODA
841,"[2, 15, 18, 43, 59, 60, 76, 101, 374]",outdoors,k7so,FOpCg6OXaak
842,[60],outdoors,miso,oMS5sNOaMlg
843,"[2, 18, 43, 59, 60, 76, 101, 286, 604]",outdoors,FIso,MEWPk7k_xwI
844,"[88, 184, 380, 614]",indoors,Aoso,CX6nyv7YIRc
845,"[0, 262, 542]",outdoors,1fso,1uukUoCtv1Y
846,"[60, 1396, 2499]",outdoors,6yso,ZOu8seUQFRg
847,"[88, 184, 380]",indoors,IOso,ZV5k18zhIXs
848,"[18, 43, 59, 60, 693, 1685]",outdoors,A2so,JzBNErgQRY4
849,"[184, 400, 416, 1152]",indoors,Veso,gOiTp-JuPag
850,"[53, 58, 60, 163, 232, 427]",outdoors,ELso,IZ_7uTh-UKw
851,"[60, 160, 273, 888]",outdoors,hPso,-dxSAllXoks
852,"[18, 43, 59, 60, 101, 286]",outdoors,vzso,DY_qSC_bcRQ
853,"[184, 251, 497]",indoors,68so,YEve5FqXYsQ
854,"[64, 113, 119, 262, 475]",outdoors,qjso,5oM8WGArgp4
855,"[2, 7, 83, 208, 262, 601]",outdoors,ABso,aL9OcuiVho8
856,"[11, 248, 1165, 1848]",outdoors,1Zso,6-mHX1NtuGU
857,"[18, 43, 59, 60, 101, 286, 419, 991]",outdoors,m4so,sNCQJaO-gUg
858,[1226],outdoors,VysQ,ERObpckhgAs
859,"[307, 966]",indoors,IVsQ,Qn08RF4_ArU
860,"[88, 184, 307, 364, 380, 416, 514, 614, 1013]",indoors,obsQ,vFHLPYgOIZo
861,"[88, 184, 242, 254, 313, 470]",indoors,nAsQ,FVUhM17fghI
862,"[191, 248, 299]",outdoors,nMsQ,2w6i5p3Ty1U
863,"[15, 18, 60, 87, 333, 365, 3599]",outdoors,mZsQ,UgrneLoasxk
864,"[18, 43, 59, 60, 101, 286, 385]",outdoors,3psQ,WpovI9UhOag
865,"[60, 82, 160, 273]",outdoors,NhsQ,lE-Dbxcl0Rw
866,"[15, 18, 43, 59, 60, 101, 374]",outdoors,QRsQ,jjTlo3wQ7s8
867,"[60, 239, 686, 1714, 2625]",outdoors,2hs4,a760hYaHn98
868,"[15, 18, 43, 59, 60, 101, 374, 549, 906]",outdoors,BRs4,y_liPr8NUvw
869,"[88, 184, 364, 380, 416, 899, 3330]",indoors,iGs4,O9ECLbfcYQU
870,"[18, 43, 59, 60, 101, 286, 374, 549, 906, 1415]",outdoors,XAs4,YPEJCkkW-n4
871,"[88, 184, 416]",indoors,1ls4,mTn5YehAKPQ
872,"[3, 4, 14, 248]",outdoors,ics4,qAPJJgtQqV4
873,"[60, 68, 72, 98, 151, 166]",outdoors,iMs4,vnzPtBALyWA
874,"[248, 299]",outdoors,Aes4,kqd1UuTF_x0
875,"[277, 388, 514, 899]",indoors,2xs4,E0x9eCF6j4k
876,"[88, 184, 307, 364, 380, 416, 614, 1013]",indoors,RWs4,XixjmrqQEo8
877,"[18, 43, 59, 60, 101, 286]",outdoors,mis4,axwAVjLhwuA
878,"[18, 43, 59, 60, 101]",outdoors,9Vs4,HWjH9bHw8-k
879,"[15, 18, 43, 59, 60, 101, 286, 2227]",outdoors,Yuti,3IU31dcNFyI
880,"[18, 43, 59, 60, 101, 385, 419, 549]",outdoors,e8ti,yN8oIDWyV9Y
881,"[60, 519]",outdoors,8nti,Hnba_KqcaSg
882,"[43, 60, 101]",outdoors,ovti,FDaINxiTpIo
883,"[60, 160, 166, 273]",outdoors,UKti,U1_7tRCjcpM
884,"[5, 262, 647]",outdoors,c6ti,pWcDDlSc9oY
885,"[15, 18, 60, 87]",outdoors,9Mti,AGkP6gjAXJM
886,"[184, 191, 985]",indoors,zgti,KIbAQDs1cfE
887,[248],outdoors,titi,eDctypJY3i0
888,"[2, 104, 500, 666, 1948]",outdoors,Fnti,kaKbOHpXigw
889,"[248, 396]",outdoors,lpti,RN84Jiumaoo
890,"[88, 307, 966]",indoors,Zyti,xtg1nOj1QAQ
891,"[2, 43, 60, 76, 385]",outdoors,0NtY,QrbG_ZXAOJY
892,"[2, 7, 83, 262, 541]",outdoors,kHtY,mF2dOtyQ6vE
893,"[13, 248, 3127]",outdoors,eHtY,FZvgE-xzOp8
894,"[15, 18, 60, 67, 239, 2053, 3539]",outdoors,6etY,T1F7_Mv-ICg
895,"[88, 184, 313, 364, 416, 1013]",indoors,68tY,rl-Xiy5DRmc
896,"[15, 18, 60, 87, 365, 536]",outdoors,oZtY,XQvUABA4L20
897,"[88, 184, 307, 364, 380, 416, 614]",indoors,IntY,WC96X7MgR_I
898,"[60, 385, 419, 1393]",outdoors,kStY,UdhWdRDVI1k
899,"[60, 511]",outdoors,nptY,Kpw3cnPn6Mw
900,"[18, 43, 59, 60, 101, 1975]",outdoors,49tY,S3Psk7sBtAY
901,"[43, 60, 238, 274, 366, 3179]",outdoors,tNtY,hB8MMYFTwGY
902,"[88, 184, 364, 416, 514]",indoors,nmt1,q-6akWTLc4Y
903,[184],indoors,92t1,wwvx00TENx0
904,"[88, 184, 313, 364, 380, 416, 514]",indoors,Pnt1,rrTBoq5Bgkw
905,"[248, 2646]",outdoors,det1,09CEavrg6HQ
906,"[39, 248, 382]",outdoors,pQt1,TbGn58IxC2Y
907,"[15, 60, 87, 2786]",outdoors,O6t1,KbUXb4AxuLI
908,"[88, 184, 1947]",indoors,g4t1,O7Ug1CQ5_PM
909,"[60, 353, 669, 673]",outdoors,gPt1,vId5FpPqRJQ
910,"[18, 43, 59, 60, 182]",outdoors,mtt1,vJXe5_oBY9g
911,"[5, 16, 598, 1245]",indoors,FDt1,iOcYfrZJWi8
912,"[15, 18, 43, 59, 60, 101, 374]",outdoors,2ot1,MvWTURtg6H8
913,"[15, 18, 60, 87, 333, 365]",outdoors,xst1,jKsRLplUz54
914,"[11, 83, 262, 720, 751, 1081]",outdoors,Qct1,d3M1z1aaaYE
915,"[64, 113, 119, 289, 666]",outdoors,9qt1,g6zWWQ0LRZc
916,[248],outdoors,uwt1,8qdnWJrJdSw
917,"[11, 20, 22, 29, 32, 307]",indoors,v2t1,e7FD3hWMNbI
918,"[18, 43, 59, 60, 101, 419, 604]",outdoors,Nbt1,ZoJPlXcjMUc
919,"[43, 60, 901]",outdoors,UIt9,a5ICu6DUJPQ
920,"[11, 83, 95, 262, 601, 1613]",outdoors,FAt9,yrxk1aU8TPs
921,"[2, 43, 60, 76]",outdoors,4Tt9,-mZEcoV48MA
922,"[0, 83, 254, 262, 542]",outdoors,rdt9,5MHA6s1dr3c
923,"[60, 353, 519, 666, 995]",outdoors,cVt9,9YGR7IXrGU8
924,"[18, 43, 59, 60, 101, 286]",outdoors,ZMt9,PnjNJWMFbGo
925,"[2, 18, 43, 59, 60, 76, 101, 385, 549]",outdoors,Y4t9,XcaYgFZ9IDM
926,[248],outdoors,ZCt9,hTN76WQSJNA
927,[666],outdoors,9ut9,7pVmPZjTNjc
928,"[15, 18, 87, 262, 619]",outdoors,wTt9,0BUz23AGGnI
929,[248],outdoors,45t9,Mpv5qGHC24Q
930,"[2, 43, 60, 76, 571, 1121]",outdoors,8ut9,44aWgjs8N_Y
931,"[88, 184, 380]",indoors,J8t9,kqsCwB6pTrw
932,[1226],outdoors,pet9,-rwvPHDKmd0
933,"[184, 364]",indoors,BXul,kEQG_K71wiY
934,"[88, 184, 380, 614]",indoors,Zlul,U2z5-SESYWY
935,"[388, 514, 1148, 1583]",indoors,Ddul,2MAKbEnXGfk
936,"[15, 60, 96, 239, 363, 1880, 2071, 2505]",outdoors,kQul,jV5h4w4OHYA
937,[60],outdoors,qkul,CWxacERmhuc
938,"[184, 388]",indoors,Fpul,Z5TMUMvqEM8
939,"[11, 20, 22, 29, 122, 307]",indoors,aXul,bImL6XyWotA
940,[307],indoors,M2ul,VdJ-R01rqEI
941,"[43, 60, 101, 239, 286, 1880]",outdoors,Cvul,Bex1lydC_5E
942,"[60, 239, 789, 1626]",outdoors,iEul,v_coA4YWlRQ
943,"[15, 18, 43, 59, 60, 101, 823, 2952]",outdoors,8sul,1kzSDokcnNw
944,"[388, 514, 616, 1025, 1443]",indoors,tVul,k5tONSCZ1js
945,[248],outdoors,Idul,FiGAtUnp9NI
946,"[11, 22, 307]",indoors,Kuus,iwZ9STsvV7w
947,"[2, 7, 83, 262, 541]",outdoors,7Pus,ht_E9lWqhjw
948,"[0, 27, 262, 2953]",outdoors,Hius,sBp1tNZP8ck
949,"[18, 43, 59, 60]",outdoors,hVus,yIyqPOKabWM
950,"[88, 184, 307, 380, 416, 614]",indoors,Ocus,jPQtnmyhWT8
951,"[18, 43, 59, 60, 101, 286, 1503]",outdoors,1eus,BXG-3R6qQhk
952,"[2, 83, 262, 601]",outdoors,7Jus,pgow237_T2Y
953,"[2, 43, 60, 76, 446, 473, 547]",outdoors,a3us,xNbqPKW4Vcs
954,"[60, 68, 72, 98]",outdoors,zius,ysBwrdXQWf8
955,"[11, 29, 62, 112, 307]",indoors,7lus,xzCGW_8xvUM
956,[307],indoors,mcus,Gge38uuFo5o
957,"[60, 419, 1271, 1393, 1569]",outdoors,ENus,sTvqbzdFBqQ
958,"[60, 385, 3256]",outdoors,HuuL,wiDi-tXldz8
959,"[53, 58, 60, 163, 232]",outdoors,jxuL,_sN7Zj0B-oI
960,"[18, 43, 59, 60, 239]",outdoors,UvuL,rP0N0gfB3tw
961,"[60, 501]",outdoors,LAuL,pkIEYpc5KPY
962,"[15, 18, 60, 87, 244, 333]",outdoors,8DuL,xdhA9L-S0vM
963,"[60, 669]",outdoors,sNuL,8gGJK2Ki1q0
964,"[15, 262, 502, 619, 713, 3018]",outdoors,hfuL,JvHU5ncnmtc
965,"[12, 248, 2434]",outdoors,R3uL,lroya8XhuPs
966,"[88, 184, 380, 416, 614, 2001]",indoors,lruL,Vf3y1OjZi6E
967,"[60, 160, 901, 954]",outdoors,mnuL,VMBZYThE65w
968,"[60, 166, 398]",outdoors,54uL,_knM-Zurk9g
969,"[32, 191, 248, 299]",outdoors,cEuL,-Mb_C-dSxUI
970,"[60, 210, 427, 519]",outdoors,ifuL,3xEoiH3kulo
971,[248],outdoors,ZBvB,cBxW1gxe348
972,[307],indoors,DyvB,hDhKHxrPvFE
973,"[353, 666]",outdoors,m4vB,MNKnhXtN2pA
974,"[53, 58, 60, 163, 166, 232, 724]",outdoors,JkvB,FecKPv-uqio
975,"[18, 43, 59, 60, 101, 286, 1975]",outdoors,xCvB,M3YUQwQEzSE
976,"[60, 365, 536]",outdoors,22vB,fBrunwI3bNQ
977,"[88, 184, 307, 380, 416, 514, 614]",indoors,tYvB,2NVmgRodsO8
978,"[15, 18, 87, 262, 536, 545, 1835]",outdoors,bZvB,0CrORJWmLmg
979,"[15, 18, 60, 87, 365, 536]",outdoors,RKvB,5sYH7BjUC1M
980,"[60, 289, 519]",outdoors,iVvB,BCVCx6NwNVs
981,"[11, 126, 262, 1016, 1123]",outdoors,XpvB,le9vvh9Eh1M
982,"[43, 60]",outdoors,7LvB,Vc9uMdkHz-w
983,"[53, 58, 60, 163, 232]",outdoors,IwvB,CJnCltAPphA
984,[248],outdoors,DWvB,FuLko4T6A7w
985,"[60, 419]",outdoors,hIvB,qCcEOIu2wbg
986,[1226],outdoors,oUvB,vv1WM4n0NLY
987,"[14, 71, 152, 2211]",outdoors,IlvB,dmBQBRXF3P8
988,"[18, 43, 59, 60, 101, 419, 991]",outdoors,oAvB,iW8DjlNzIcc
989,"[60, 794, 995]",outdoors,VDwE,Di8Z0CFZg-8
990,[248],outdoors,3hwE,-A8plyXAo9M
991,"[15, 18, 60, 87, 333]",outdoors,lTwE,gGqzoDMzG8E
992,"[0, 1, 83, 254, 262, 542]",outdoors,KpwE,ubxIOkPKmMI
993,"[0, 60]",outdoors,nRwE,vtovfXvJSV8
994,"[11, 20, 22, 29, 112, 307, 341, 572, 1265]",indoors,DxwM,5niZeXoKeSU
995,"[184, 400, 416, 1152]",indoors,fCwM,PqFtDx7e5yY
996,"[248, 2443]",outdoors,W7wM,yuSvJGTgR_Q
997,"[15, 18, 43, 59, 60, 101, 286, 1032]",outdoors,cUwM,8Nvd6g8lF7A
998,"[184, 2789]",indoors,BBwM,fb-bFhztJrg
999,"[2, 18, 43, 59, 60, 76, 101, 286]",outdoors,WhwM,8s2s4VO3Zac
1000,"[60, 428, 825]",outdoors,1Ex4,QsDqFloJmZY
1001,"[184, 694]",indoors,fmx4,WZaZ5QvCYfE
1002,"[15, 18, 60, 87, 244, 1938]",outdoors,axx4,x_YjKCYnrlg
1003,"[15, 18, 60, 87, 536, 545, 1696]",outdoors,7zx4,f2B9ffOu7p0
1004,"[11, 20, 22, 29, 122, 123, 211, 250, 307, 426, 576]",indoors,6yx4,LS73TAGycR0
1005,[248],outdoors,11x4,7xgA6zX6nw4
1006,"[26, 184, 1367, 3566]",indoors,sxx4,mxOs-VwcK0E
1007,"[262, 502, 619]",outdoors,4ax4,YE1BuueE2OU
1008,"[15, 18, 43, 59, 60, 101, 286, 374]",outdoors,gQx4,I7bTFWpylIo
1009,"[88, 184]",indoors,Pnx4,VfkUcT1w1xI
1010,[60],outdoors,z9yh,t8D-Z8moxqE
1011,[60],outdoors,qWyh,Z6eKlzgUQUM
1012,"[11, 83, 262, 720, 751, 1081]",outdoors,3cyh,yk81kXTJhqo
1013,"[53, 58, 60, 163]",outdoors,VFyh,A2WNSq7hCA8
1014,"[2, 43, 60, 76, 385]",outdoors,tWyh,o-G7-hmJQuA
1015,"[205, 598, 1245]",indoors,AYyh,uguBhONrFok
1016,"[598, 1195, 1245]",indoors,7lyh,Ixpup4ViMQQ
1017,"[60, 304]",outdoors,18yh,eXO-U4bsczg
1018,"[43, 60, 101, 419, 991, 1824]",outdoors,TSy3,gYDrBAUPgaE
1019,"[60, 419, 1192]",outdoors,WSy3,oLvwFJaWgbs
1020,"[39, 514]",indoors,JUy3,SrO4WYp-6rk
1021,"[43, 60, 101, 823]",outdoors,nvy3,5JOSmfAuEN0
1022,"[11, 22, 43, 60, 297, 428, 477, 528, 560, 742]",outdoors,Q3y3,HxQ1EGP5frE
1023,[1226],outdoors,NSy3,9vWAo7WLN8Y
1024,"[184, 191, 299]",indoors,hQy3,jBV7uspTp9c
1025,"[11, 83, 262, 601, 1613]",outdoors,xKy3,jky1jxCfPlQ
1026,"[60, 68, 72, 98]",outdoors,ajy3,Vnvr3R95kNQ
1027,"[205, 598, 1245]",indoors,hGy3,ZJnZbykDNgg
1028,"[182, 248, 284, 634]",outdoors,9ty3,bD5Dx6vjpNs
1029,"[99, 1245]",indoors,0Ey3,L_zRIS5qh3Y
1030,"[60, 353, 519, 673]",outdoors,l5y3,rDV1j0SZMZI
1031,"[15, 60, 239]",outdoors,72y3,W0yRZueVaR4
1032,"[60, 2038]",outdoors,5Vzc,JW_x5ArQWFU
1033,"[0, 60]",outdoors,T1zc,iCeCfbiQJq8
1034,[3501],indoors,Q4zc,iRztcAoaGRw
1035,"[2, 43, 60, 76, 281]",outdoors,GPzc,qnf0h2L_DQ0
1036,"[1238, 1918]",outdoors,iXzc,SxUi6j0elhs
1037,"[15, 43, 60, 289, 363, 709, 2771]",outdoors,79zc,tTOqfRcCJi4
1038,"[88, 307, 614]",indoors,yozc,WxvYzK3bUbA
1039,"[18, 43, 59, 60, 101, 385, 693]",outdoors,MNzc,12TS7GKymgg
1040,"[60, 869]",outdoors,Zyzc,Ygo-wNID_q0
1041,"[112, 126, 220, 262, 276, 720, 1123]",outdoors,PYzc,BHoo0GW6wAE
1042,"[15, 289, 363, 1238]",outdoors,5qzc,E8Az4CVdcjM
1043,"[11, 262, 2000]",outdoors,HGzc,vNXqkPEvsFc
1044,"[88, 184, 191, 380, 614]",indoors,MPzs,QU1gkpBcfFM
1045,"[0, 60, 1056, 1865, 3204]",outdoors,enzs,yht3BgM41x8
1046,"[514, 1148]",indoors,tlzs,wuTLMtvv9tg
1047,[60],outdoors,46zs,YjiAca5c4oI
1048,"[83, 262, 820]",outdoors,t6zs,YnZceaactYM
1049,"[2, 60, 76, 385]",outdoors,NUzs,Rb8X9ptp4Bg
1050,"[184, 416]",indoors,g7zs,O7dwh_oKg5A
1051,"[18, 43, 59, 60, 101]",outdoors,yYzs,bbop3dSsJI4
1052,"[11, 22, 43, 60, 823, 1254]",outdoors,LSzs,-GlzQwXi3q4
1053,"[15, 18, 43, 59, 60, 101, 286]",outdoors,7hzs,Z96mRhGYvqY
1054,"[53, 58, 60, 163, 232, 427, 1423, 2690]",outdoors,aVzs,E-Uk08g-ifw
1055,"[88, 184, 191, 299, 364]",indoors,nKzs,UFeGMj5JUl8
1056,"[60, 68, 72, 98, 480]",outdoors,I9zs,LHAUV8maXJ0
1057,"[88, 184, 380, 416]",indoors,ZUzs,Mnn9RUwjPqo
1058,"[60, 385, 419, 669, 1055]",outdoors,Euzs,PHKxDmyfJYE
1059,[184],indoors,Ipzs,qiZbN_-ih30
1060,"[182, 248, 392]",outdoors,ilzs,HbDixG_roK4
1061,"[184, 191, 299]",indoors,2Pzs,fmfCVWdYScs
1062,[3501],indoors,tZzs,geRVXXMGRWg
1063,"[18, 43, 59, 60, 101, 286, 571]",outdoors,oUzs,qLOZDytjDME
1064,"[88, 184]",indoors,Wwzs,urwalWltlvs
1065,"[88, 184, 307, 380, 416, 614, 899, 1299, 1815, 2351]",indoors,X8zs,ZvD3BUy0FVk
1066,"[191, 248, 299, 364]",outdoors,xazu,lOjwIpt8Gag
1067,"[18, 43, 59, 60, 101, 286, 604]",outdoors,ymzu,clkuR-4OnpU
1068,[262],outdoors,Ttzu,a7YKUhj6MDc
1069,"[2, 60, 76, 385, 1055]",outdoors,R6zu,ohT85OklQtM
1070,"[60, 158, 239]",outdoors,90zu,wKfAW92Atro
1071,"[15, 43, 60, 96, 101, 239, 789, 1626, 1795]",outdoors,8jzu,3pVvCX1eWUo
1072,"[18, 43, 59, 60, 101, 286, 693, 823, 873, 991]",outdoors,pozu,omz9hizwh08
1073,"[43, 60]",outdoors,VFzu,RoL2MUmN8VE
1074,"[15, 18, 60, 87, 333, 365]",outdoors,4Jzu,yxZ13RUdT7Y
1075,"[184, 364, 380, 416]",indoors,YJzu,4lvL6Vtjq84
1076,"[15, 60]",outdoors,7Kzu,UNKDoudO3Ok
1077,"[0, 1, 184, 193, 963, 2627]",indoors,OKzu,1dDe1YpNUoY
1078,"[11, 20, 22, 29, 303, 307, 1971]",indoors,aDzu,YhRWhW0C-So
1079,"[2, 18, 43, 59, 60, 76, 101, 286]",outdoors,eCzu,h8kWXplVvpU
1080,"[2, 7, 248]",outdoors,mVzu,Zcx9LQ-WTuw
1081,"[60, 385]",outdoors,bqzu,a0aBCi9uJqI
1082,"[82, 103, 118, 184]",indoors,nPzu,cKfeu-YXscU
1083,"[60, 210, 685]",outdoors,JBzu,-tiuSIftzEU
1084,"[88, 184]",indoors,Uazu,6379Y8iN-fI
1085,"[60, 353, 519, 669, 995]",outdoors,J8zv,J_En2V7Skhw
1086,"[289, 666]",outdoors,jpzv,jbI0RAuCE5M
1087,"[60, 419, 2023]",outdoors,DHzv,YnzWDo3VFao
1088,"[191, 248, 299]",outdoors,sPzv,Biv0GAraDxE
1089,"[88, 364, 416]",indoors,cqzv,yPX3JKR5hI0
1090,"[11, 22, 32, 307]",indoors,56zv,n943xQI1hZw
1091,"[60, 353, 519, 673]",outdoors,kbzv,JxQNYMdKSV8
1092,[248],outdoors,xwzv,PZcZIVBzCYM
1093,"[88, 307, 497, 1638]",indoors,PUzv,JQkvmeGau2E
1094,"[2, 7, 116, 171, 248]",outdoors,9Dzv,nfqRARpLBvE
1095,"[184, 191, 985]",indoors,eDzv,txSGOasJcuA
1096,"[43, 248]",outdoors,MFzv,UEK0uunqHVI
